200 142 5
5 204 3
109 152 4
31 8 5
104 191 5
68 136 5
189 146 4
72 54 3
185 200 3
102 226 3
150 141 3
158 30 5
74 163 3
11 50 3
114 48 5
148 42 5
115 105 4
59 108 5
185 109 5
128 2 5
193 223 5
187 107 5
13 153 4
199 39 5
41 65 5
137 108 5
84 230 5
131 75 4
50 169 5
19 23 4
48 1 3
187 222 3
132 65 4
35 75 3
22 29 5
120 56 4
48 193 3
117 33 5
146 28 4
133 69 3
178 75 3
171 181 3
61 192 5
65 108 5
118 204 3
92 155 3
5 130 3
25 20 3
35 147 4
79 110 3
188 199 5
86 218 4
114 67 5
160 35 4
81 99 3
26 56 5
138 243 5
73 247 5
123 67 5
197 152 3
140 223 5
131 48 3
199 153 5
78 99 5
171 203 3
192 30 4
158 149 4
186 3 3
190 58 5
163 88 3
143 116 5
57 170 4
188 55 4
22 122 3
156 234 5
4 168 3
150 127 5
52 175 5
97 149 4
77 134 3
108 157 3
165 229 5
140 3 5
118 96 4
189 234 5
64 73 4
39 39 3
2 63 4
63 58 3
20 46 5
1 33 5
57 38 5
111 179 3
190 156 5
153 87 3
168 120 5
41 159 3
187 123 3
172 206 4
150 56 5
22 116 3
86 168 3
117 18 5
118 52 3
176 70 5
82 143 5
96 215 4
152 63 5
133 200 4
115 163 4
193 3 5
42 167 4
88 185 4
155 249 3
148 159 3
150 219 4
98 238 3
158 194 4
2 193 4
43 8 5
81 172 5
34 31 3
73 42 4
106 40 4
141 48 5
159 45 4
176 212 4
133 90 5
84 42 3
190 231 5
143 245 4
41 236 5
14 30 5
47 33 4
181 186 4
122 181 4
182 79 5
7 237 4
155 217 4
75 198 5
134 175 3
125 127 4
183 221 3
155 135 3
175 247 3
199 47 5
141 27 5
157 91 3
74 14 5
53 6 4
34 196 3
189 229 3
161 49 4
167 231 4
90 158 3
166 27 3
4 205 4
124 191 4
127 96 4
88 70 5
192 44 4
112 152 4
157 36 3
20 243 3
36 8 3
164 19 3
136 12 4
93 74 3
57 156 4
137 239 5
93 127 5
101 111 4
69 164 4
61 161 4
3 81 5
18 152 5
88 37 3
79 26 4
127 145 5
175 159 5
54 117 5
18 157 5
131 201 5
16 7 3
11 166 3
79 40 3
151 61 4
153 42 3
64 5 4
17 87 5
56 45 3
99 44 5
171 123 3
40 53 4
61 71 5
109 33 5
78 60 4
123 11 3
188 209 4
109 4 4
165 155 4
177 207 5
196 91 5
174 77 5
107 179 4
5 128 3
157 148 3
53 215 3
105 43 4
22 161 3
123 134 5
145 54 4
58 184 5
65 185 5
126 10 5
111 6 3
154 198 5
64 2 4
72 223 5
107 134 4
150 97 3
107 189 5
59 116 3
24 101 4
19 56 4
41 40 5
143 238 5
73 87 3
173 135 4
8 216 5
147 155 4
144 104 3
36 87 4
36 42 4
198 80 4
112 210 4
61 9 5
161 245 5
196 232 4
15 1 5
183 122 4
38 228 3
140 56 5
110 45 5
184 166 5
145 198 3
198 245 3
102 161 3
94 170 4
44 19 4
32 34 3
181 35 3
58 88 4
79 217 5
28 31 4
46 230 5
134 195 4
147 5 5
32 95 4
48 153 3
184 8 3
187 104 4
195 15 4
151 237 3
187 176 3
137 112 4
171 201 5
57 25 4
77 228 5
43 109 5
172 62 5
163 170 4
113 204 5
136 113 3
169 189 4
192 205 5
138 158 4
125 224 3
1 43 4
54 115 3
102 238 5
189 74 5
2 140 4
172 6 4
181 194 5
134 12 5
187 116 4
15 5 5
87 168 3
146 149 4
17 230 3
9 109 3
124 28 5
148 179 5
31 165 4
166 106 3
118 40 3
161 169 5
92 17 5
70 206 4
153 98 5
76 233 4
45 53 3
54 94 4
89 229 3
132 69 5
84 54 4
34 133 3
13 249 4
62 150 5
126 201 5
115 209 5
74 249 5
142 214 4
158 235 5
153 229 5
110 22 3
89 27 4
55 137 4
152 119 5
30 64 4
51 138 4
108 34 5
22 120 3
165 235 3
88 203 5
145 103 4
3 206 4
49 126 5
125 119 4
194 80 4
116 231 3
109 125 3
56 64 4
100 73 4
125 23 3
189 101 4
95 21 3
188 208 3
54 121 3
59 126 5
71 108 5
55 243 4
153 49 5
188 130 4
26 210 5
82 67 5
41 222 4
195 103 3
112 138 3
66 207 4
126 121 4
1 72 5
79 225 4
170 187 4
3 35 5
183 76 5
145 190 4
7 57 3
134 228 4
38 90 3
127 187 5
102 182 3
27 20 3
8 159 5
154 243 5
74 134 4
101 228 5
102 175 3
8 232 5
95 132 5
76 176 3
77 152 5
129 181 4
116 149 4
47 154 5
95 129 4
103 90 3
2 36 5
31 97 5
84 35 5
155 11 5
99 94 5
110 69 4
191 98 4
100 55 5
153 214 3
45 203 4
91 235 3
69 43 5
51 199 4
76 232 4
167 65 4
19 38 3
28 84 3
6 112 3
124 167 5
124 197 4
152 27 3
159 178 4
131 131 4
8 210 4
145 6 3
158 35 3
72 184 5
128 71 5
88 155 3
109 174 4
12 184 3
134 203 4
89 144 4
11 89 5
9 118 5
190 194 4
65 91 4
154 237 5
157 138 3
83 54 5
153 207 4
185 152 3
68 207 5
89 106 3
186 147 5
38 8 4
165 42 3
141 156 3
175 56 4
7 218 5
15 209 3
59 128 3
190 182 4
22 212 3
124 226 3
34 212 3
101 22 4
140 138 4
73 235 3
71 206 5
74 200 3
86 22 5
11 118 3
151 201 5
164 141 5
188 205 3
111 145 3
145 147 5
145 197 3
101 143 4
159 232 5
82 80 3
19 43 4
53 41 5
181 94 5
98 140 3
142 126 3
71 75 4
100 181 3
175 44 4
185 97 3
41 88 3
122 247 3
104 109 3
154 162 3
190 242 4
117 185 5
107 123 4
139 33 4
173 112 4
114 226 4
157 247 3
30 246 5
74 59 5
139 158 3
44 127 5
103 22 5
97 75 3
15 199 5
63 53 5
150 93 4
3 201 4
7 245 3
129 246 5
194 222 3
29 125 3
15 9 4
139 171 3
131 121 3
8 97 3
117 24 3
25 35 3
38 164 3
148 14 3
178 233 5
153 189 4
34 107 4
191 113 5
50 156 3
116 114 3
42 217 4
25 76 5
196 177 3
30 214 4
98 134 4
129 93 3
157 185 5
28 132 4
183 249 5
2 126 4
172 111 4
193 243 4
19 62 4
126 133 4
30 215 5
99 64 4
44 166 4
67 168 5
189 36 4
184 60 4
138 38 5
152 187 5
116 49 4
123 109 4
176 59 5
79 178 5
83 204 3
70 5 3
153 1 3
113 8 5
197 99 3
116 80 3
43 164 4
116 40 5
105 38 3
99 243 5
59 42 5
109 123 3
194 235 5
52 91 4
37 223 4
130 106 4
109 32 3
78 9 4
29 153 5
27 106 4
24 140 3
164 41 3
30 63 3
139 77 3
143 156 5
150 183 4
25 137 4
101 77 5
88 214 5
164 6 3
73 86 5
168 71 5
21 89 4
95 102 4
119 157 3
149 20 5
6 202 3
26 188 3
181 73 4
106 184 5
159 201 3
166 59 4
182 209 5
7 72 5
127 62 5
154 99 5
158 213 4
4 236 3
187 48 5
113 128 4
59 5 5
113 199 4
123 37 4
123 54 4
198 221 4
92 177 5
160 122 4
62 217 3
126 124 5
150 167 4
121 244 5
133 116 3
153 126 5
8 122 5
27 70 3
15 205 3
188 27 4
140 176 5
70 72 4
114 20 5
111 207 4
70 48 4
146 65 5
81 129 5
106 221 4
91 245 4
142 39 3
77 223 5
86 51 4
193 195 5
52 174 3
64 142 5
78 64 4
190 216 3
46 22 4
157 249 5
131 91 4
164 10 3
192 187 5
131 43 4
21 79 3
137 195 3
196 51 4
36 54 3
194 111 5
40 107 5
22 56 5
111 41 4
114 180 3
180 95 3
40 87 4
56 239 4
186 68 4
171 215 4
96 28 3
124 113 3
190 32 5
6 77 4
5 207 5
7 222 3
92 72 4
143 27 4
52 40 4
163 206 5
60 161 4
146 207 5
83 149 4
133 104 5
23 41 3
132 102 5
30 15 4
80 5 3
101 87 5
170 248 4
33 128 5
159 135 3
116 199 3
117 40 3
65 36 5
2 198 4
194 223 4
170 107 4
65 151 3
59 59 5
42 107 4
151 117 5
200 164 3
166 160 4
125 136 5
133 94 4
139 129 4
18 228 5
3 61 3
68 91 5
40 162 4
148 243 3
198 103 3
103 156 5
82 232 5
65 207 5
32 62 5
177 202 4
130 108 5
79 108 3
59 162 4
175 145 4
40 104 5
189 177 3
151 38 4
73 185 3
129 39 3
176 168 5
65 31 5
81 127 4
187 35 3
107 218 3
84 60 4
166 194 3
104 210 4
100 160 3
42 7 5
121 126 4
20 165 5
128 48 4
183 99 5
136 45 5
120 178 5
145 1 3
62 135 4
158 110 4
42 129 4
41 44 5
57 63 3
103 48 3
19 152 3
77 197 3
173 211 5
144 159 4
52 106 4
51 108 5
65 17 4
42 242 3
161 93 4
125 49 5
19 1 4
47 215 3
132 121 5
116 232 4
55 213 4
61 241 5
9 5 5
169 23 4
120 136 4
15 240 5
113 241 5
21 50 5
107 7 3
187 148 5
175 68 3
195 65 5
117 189 5
89 232 5
99 217 4
28 193 5
112 54 5
46 235 5
143 131 3
18 232 4
131 116 5
165 186 4
62 127 4
150 177 5
7 249 3
185 23 4
72 103 3
130 6 5
184 24 3
26 228 4
2 231 3
58 134 3
87 30 3
144 30 5
20 26 5
24 197 5
45 101 3
62 148 3
87 195 5
107 203 4
199 65 4
80 233 5
140 33 4
5 2 5
134 212 3
29 238 5
87 158 5
180 105 4
85 210 5
8 147 4
189 221 5
28 104 3
103 154 4
139 182 5
27 126 5
63 46 5
100 165 3
37 12 3
117 225 3
7 201 5
91 69 5
38 2 3
7 180 3
101 234 4
4 114 3
97 160 4
66 154 5
109 80 4
38 103 3
114 55 3
123 131 4
29 92 3
170 194 3
93 102 3
41 29 3
24 105 3
125 241 5
130 155 3
23 127 3
178 140 4
160 199 4
112 175 5
117 5 4
42 91 4
88 181 5
20 79 5
103 151 5
20 161 4
101 123 4
36 130 5
120 94 3
132 116 5
136 219 5
141 229 5
75 242 4
180 107 3
167 94 3
144 188 3
157 199 4
35 214 3
50 207 5
36 175 3
9 185 5
11 213 3
18 77 3
117 168 5
30 119 3
133 97 3
199 55 3
44 99 3
71 50 4
120 246 4
189 72 3
113 154 3
128 54 3
199 198 4
45 200 3
123 47 3
58 113 4
79 174 3
168 60 4
134 246 5
194 151 3
32 160 5
199 128 5
69 186 3
160 89 3
48 164 3
35 241 3
87 127 5
148 95 4
38 17 3
30 154 4
4 211 5
21 236 5
79 147 5
142 74 3
139 250 4
94 36 3
200 189 3
114 3 4
184 45 4
148 239 3
196 230 5
147 9 4
110 87 4
70 6 4
122 222 4
94 205 5
176 219 5
60 165 4
148 87 3
77 187 5
36 57 4
119 216 3
48 93 3
184 29 3
44 182 4
179 89 3
110 15 4
56 199 4
100 177 3
42 141 5
64 189 4
20 189 5
70 172 5
91 176 5
29 11 4
36 206 4
159 67 5
193 107 3
121 83 3
63 67 3
64 93 3
163 30 5
26 182 4
115 79 3
107 79 4
172 178 5
49 250 3
123 65 3
80 34 5
114 130 4
49 188 5
180 194 4
55 62 4
137 41 5
150 133 4
35 177 5
95 94 4
26 61 5
116 27 5
22 101 4
147 34 3
152 4 5
22 221 4
9 231 4
187 53 3
38 233 4
127 180 5
22 153 5
63 3 3
100 208 5
112 128 5
148 115 3
185 113 5
138 25 3
106 76 4
169 79 5
130 99 4
98 66 3
95 50 5
171 242 3
63 30 5
84 85 4
111 155 5
89 239 4
112 120 5
129 207 3
148 227 4
93 20 3
152 116 5
105 19 4
135 224 4
29 127 4
40 133 4
53 59 3
169 161 5
125 15 3
35 107 4
135 89 3
113 209 3
65 229 5
164 110 5
176 206 3
181 90 3
28 198 3
187 247 5
30 59 5
182 75 4
23 193 3
11 165 4
190 230 3
76 152 5
75 101 5
65 76 4
92 138 3
125 78 3
7 210 4
153 18 4
4 129 5
69 154 5
144 204 4
54 57 5
65 186 5
15 146 4
17 182 5
